task,project,sanitizer,crash_type,source_rev
opensc/oss-fuzz_447805091,opensc,ASan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/oss-fuzz_448717172,opensc,ASan,stack-buffer-underflow /src/opensc/src/libopensc/sc.c:396:2 in sc_append_path_id,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_39802,opensips,ASan,heap-buffer-overflow /src/opensips/parser/parse_hname2.c:283:9 in parse_hname2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_41073,opensips,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:389:5 in __interceptor_strlen,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_52204,opensips,ASan,"use-after-poison /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors_format.inc:553:9 in printf_common(void*, char const*, __va_list_tag*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_52326,opensips,ASan,use-after-poison /src/opensips/parser/parse_via.c:1668:7 in parse_via,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_53080,opensips,ASan,use-after-poison /src/opensips/parser/parse_via.c:745:7 in parse_via_param,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensips/arvo_53199,opensips,ASan,use-after-poison /src/opensips/parser/parse_content.c:270:2 in parse_content_length,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openssl/arvo_17715,openssl,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:370:5 in strlen,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openssl/arvo_8241,openssl,ASan,heap-use-after-free /src/openssl/ssl/ssl_sess.c:593:14 in ssl_get_prev_session,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openthread/oss-fuzz_411460530,openthread,ASan,"stack-buffer-overflow /src/openthread/src/cli/cli_utils.cpp:290:5 in ot::Cli::OutputImplementer::OutputV(char const*, __va_list_tag*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
p11-kit/arvo_31276,p11-kit,UBSan,SEGV /src/p11-kit/p11-kit/rpc-message.c:1087:3 in p11_rpc_buffer_get_byte_value,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
pcapplusplus/arvo_43408,pcapplusplus,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:931:3 in memchr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
pcapplusplus/arvo_43847,pcapplusplus,ASan,"stack-buffer-overflow /src/PcapPlusPlus/Packet++/src/DnsResource.cpp:142:15 in pcpp::IDnsResource::decodeName(char const*, char*, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
pcapplusplus/arvo_59650,pcapplusplus,ASan,heap-buffer-overflow /src/PcapPlusPlus/Packet++/header/IPv4Layer.h:493:67 in getDstIPv4Address,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
pcre2/arvo_67297,pcre2,ASan,heap-buffer-overflow /src/pcre2/src/pcre2_fuzzsupport.c:302:7 in LLVMFuzzerTestOneInput,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/arvo_42894,php,ASan,heap-use-after-free /src/php-src/Zend/zend_hash.c:1435:9 in _zend_hash_del_el,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/arvo_58080,php,MSan,use-of-uninitialized-value /src/php-src/Zend/zend_ini_parser.y:310:42 in normalize_value,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/arvo_59072,php,ASan,heap-use-after-free /src/php-src/Zend/zend_types.h:1252:12 in zend_gc_refcount,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/arvo_61993,php,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/oss-fuzz_449413955,php,MSan,use-of-uninitialized-value /src/php-src/Zend/zend_compile.c:8143:7 in find_implicit_binds_recursively,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
php/oss-fuzz_449549322,php,MSan,use-of-uninitialized-value /src/php-src/Zend/zend_compile.c:8143:7 in find_implicit_binds_recursively,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
qpdf/oss-fuzz_42535152,qpdf,ASan,heap-use-after-free /src/qpdf/libqpdf/QPDFXRefEntry.cc:23:18 in QPDFXRefEntry::getType() const,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
qpdf/oss-fuzz_42536536,qpdf,ASan,"stack-buffer-overflow /src/qpdf/libqpdf/QPDF.cc:910:14 in QPDF::read_xrefEntry(long long&, int&, char&)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/arvo_46957,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:6424:13 in find_line_num,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_410939009,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:1332:12 in js_malloc_rt,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_413552350,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:1332:12 in js_malloc_rt,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_416298149,quickjs,ASan,heap-buffer-overflow /src/quickjs/quickjs.c:15006:12 in build_for_in_iterator,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_416299802,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:6070:9 in gc_decref,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_421943273,quickjs,ASan,negative-size-param /src/quickjs/cutils.c:154:5 in dbuf_put_self,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_428754593,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:5527:31 in find_own_property,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
quickjs/oss-fuzz_447396744,quickjs,MSan,use-of-uninitialized-value /src/quickjs/quickjs.c:5560:31 in find_own_property,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
radare2/arvo_13704,radare2,ASan,heap-use-after-free /src/radare2/shlr/sdb/src/sdb.c:217:14 in sdb_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
readstat/arvo_12662,readstat,ASan,heap-buffer-overflow /src/readstat/src/sas/readstat_sas.c:86:5 in sas_read8,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
readstat/arvo_33991,readstat,ASan,heap-buffer-overflow /src/readstat/src/readstat_convert.c:10:24 in readstat_convert,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
readstat/oss-fuzz_420198855,readstat,ASan,heap-buffer-overflow /src/readstat/src/spss/readstat_sav_parse.rl:121:24 in sav_parse_long_variable_names_record,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_36611,selinux,MSan,use-of-uninitialized-value /src/selinux/libsepol/src/../cil/src/cil_resolve_ast.c:4320:36 in cil_resolve_name,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_43209,selinux,ASan,heap-use-after-free /src/selinux/libsepol/src/../cil/src/cil_symtab.c:121:60 in cil_symtab_get_datum,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_45493,selinux,MSan,use-of-uninitialized-value /src/selinux/libsepol/src/policydb_validate.c:671:7 in validate_datum_array_gaps,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_45523,selinux,ASan,SEGV /src/selinux/libsepol/src/kernel_to_conf.c:45:17 in cond_expr_to_str,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_58085,selinux,ASan,heap-buffer-overflow /src/selinux/libsepol/src/../cil/src/cil_verify.c:1746:41 in __cil_verify_classperms,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_60670,selinux,ASan,heap-use-after-free /src/selinux/libsepol/src/../cil/src/cil_list.c:60:6 in cil_list_destroy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/arvo_64849,selinux,ASan,heap-buffer-overflow /src/selinux/libsepol/src/link.c:1951:9 in is_decl_requires_met,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/oss-fuzz_388319478,selinux,MSan,use-of-uninitialized-value /src/selinux/libselinux/fuzz/selabel_file_compiled-fuzzer.c:206:7 in LLVMFuzzerTestOneInput,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/oss-fuzz_427262638,selinux,MSan,use-of-uninitialized-value /src/selinux/libsepol/src/../cil/src/cil_verify.c:1609:7 in __cil_verify_policycap,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/oss-fuzz_428041877,selinux,UBSan,SEGV /src/selinux/libsepol/src/../cil/src/cil_list.c:235:18 in cil_list_remove,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/oss-fuzz_428759822,selinux,ASan,heap-use-after-free /src/selinux/libsepol/src/../cil/src/cil_copy_ast.c:176:26 in cil_copy_policycap,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
selinux/oss-fuzz_429011230,selinux,MSan,SEGV /src/selinux/libsepol/src/symtab.c:23:14 in symhash,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
skcms/arvo_6521,skcms,UBSan,undefined-behavior src/ICCProfile.c:397:9 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sleuthkit/arvo_36025,sleuthkit,ASan,"SEGV /src/sleuthkit/tsk/fs/./tsk_apfs.hpp in APFSBtreeNodeIterator<APFSBtreeNode<apfs_omap_key, apfs_omap_value> > APFSBtreeNode<apfs_omap_key, apfs_omap_value>::find<unsigned long, APFSObjectBtreeNode::find(unsigned long) const::$_2>(unsigned long const&, APFSObjectBtreeNode::find(unsigned long) const::$_2) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sleuthkit/arvo_36955,sleuthkit,ASan,heap-use-after-free /src/sleuthkit/tsk/base/tsk_stack.c:71:21 in tsk_stack_pop,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sleuthkit/arvo_38872,sleuthkit,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sleuthkit/arvo_46779,sleuthkit,ASan,heap-buffer-overflow /src/sleuthkit/tsk/fs/ntfs.c:612:47 in ntfs_make_data_run,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
spice-usbredir/arvo_36861,spice-usbredir,ASan,heap-use-after-free /usr/include/x86_64-linux-gnu/bits/string3.h:53:10 in memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sudoers/arvo_30236,sudoers,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:127:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sudoers/arvo_30271,sudoers,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
sudoers/arvo_31250,sudoers,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:127:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
swift-protobuf/oss-fuzz_42534949,swift-protobuf,ASan,stack-buffer-overflow /src/swift-protobuf/FuzzTesting/<compiler-generated> in $sSV4load14fromByteOffset2asxSi_xmtlFs5UInt8V_Tgm5,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
tinygltf/arvo_42123,tinygltf,ASan,"SEGV /src/tinygltf/tests/fuzzer/build/../../../tiny_gltf.h:5818:59 in tinygltf::TinyGLTF::LoadFromString(tinygltf::Model*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*, char const*, unsigned int, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, unsigned int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
tinysparql/oss-fuzz_396460492,tinysparql,ASan,heap-buffer-overflow /work/meson/../../src/tinysparql/src/libtinysparql/tracker-deserializer-turtle.c:231:6 in parse_token,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
unit/oss-fuzz_42536348,unit,ASan,heap-buffer-overflow /src/unit/src/nxt_sockaddr.c:780:9 in nxt_inet_addr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
unit/oss-fuzz_42536363,unit,MSan,use-of-uninitialized-value /src/unit/src/nxt_sprintf.c:163:31 in nxt_vsprintf,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65510,upx,ASan,"heap-buffer-overflow /src/upx/src/util/../bele.h:117:5 in unsigned int get_ne32<void, void>(void const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65518,upx,ASan,"heap-buffer-overflow /src/upx/src/util/../bele.h:117:5 in get_ne32<void, void>",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65519,upx,ASan,heap-buffer-overflow /src/upx/vendor/ucl/src/n2b_d.c:62:16 in ucl_nrv2b_decompress_safe_le32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65531,upx,ASan,"stack-buffer-overflow /src/upx/src/bele.h:117:5 in unsigned int get_ne32<LE32, LE32>(LE32 const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65532,upx,ASan,"heap-buffer-overflow /src/upx/src/bele.h:117:5 in unsigned int get_ne32<unsigned char, unsigned char>(unsigned char const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65535,upx,ASan,"heap-buffer-overflow /src/upx/src/util/../bele.h:124:5 in get_ne64<void, void>",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65650,upx,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:389:5 in strlen,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65765,upx,ASan,"heap-use-after-free /src/upx/src/util/../bele.h:124:5 in unsigned long long get_ne64<void, void>(void const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_65864,upx,ASan,heap-buffer-overflow /src/upx/vendor/ucl/src/n2e_d.c:80:35 in ucl_nrv2e_decompress_safe_le32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_66064,upx,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:467:5 in strcmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_66079,upx,UBSan,"SEGV /src/upx/src/util/../bele.h:117:5 in get_ne32<void, void>",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/arvo_66287,upx,ASan,SEGV /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:462:25 in strcmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/oss-fuzz_380327173,upx,ASan,SEGV /src/upx/src/util/../bele.h:122:5 in get_ne32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/oss-fuzz_383187490,upx,ASan,heap-buffer-overflow /src/upx/src/util/../bele.h:132:9 in get_ne32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/oss-fuzz_383194079,upx,ASan,heap-buffer-overflow /src/upx/src/bele.h:132:9 in get_ne32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
upx/oss-fuzz_383200048,upx,ASan,heap-buffer-overflow /src/upx/src/util/xspan_fwd.h:96:12 in memcpy<unsigned char>,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
uriparser/oss-fuzz_389731913,uriparser,UBSan,SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x18bb25) (BuildId: 0323ab4806bee6f846d9ad4bccfc29afdca49a58),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
util-linux/arvo_53149,util-linux,ASan,stack-buffer-overflow /src/util-linux/libblkid/src/superblocks/iso9660.c:199:10 in merge_utf16be_ascii,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
util-linux/arvo_55282,util-linux,ASan,SEGV /src/util-linux/libblkid/src/superblocks/bcache.c:184:16 in probe_bcachefs_sb_fields,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
uwebsockets/arvo_19757,uwebsockets,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
uwebsockets/arvo_28216,uwebsockets,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wamr/oss-fuzz_404921047,wamr,ASan,heap-buffer-overflow /src/wamr/core/iwasm/interpreter/wasm_loader.c:11622:61 in wasm_loader_prepare_bytecode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wasm3/arvo_33318,wasm3,ASan,heap-buffer-overflow /src/wasm3/source/./m3_exec.h:1175:16 in op_Const64,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wavpack/arvo_20060,wavpack,MSan,use-of-uninitialized-value /src/wavpack/src/tag_utils.c:195:27 in WavpackDeleteTagItem,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_1236,wireshark,ASan,heap-buffer-overflow /src/wireshark/epan/dissectors/packet-dof.c:3899:32 in OALMarshal_UncompressValue,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_1237,wireshark,ASan,global-buffer-overflow /src/wireshark/epan/dissectors/packet-quakeworld.c:134:20 in COM_Parse,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_1268,wireshark,ASan,stack-use-after-return /src/wireshark/epan/dissectors/packet-ieee80211.c:14341:23 in add_tagged_field,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_1436,wireshark,ASan,global-buffer-overflow /src/wireshark/epan/dissectors/packet-csn1.c:181:21 in csnStreamDissector,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_1571,wireshark,ASan,global-buffer-overflow /src/wireshark/epan/dissectors/packet-csn1.c:181:21 in csnStreamDissector,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_3408,wireshark,ASan,stack-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:774 in __interceptor_memcmp.part.76,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_3535,wireshark,ASan,global-buffer-overflow /src/wireshark/epan/dissectors/packet-gtpv2.c:7014:80 in dissect_gtpv2_ie_common,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_47624,wireshark,ASan,stack-use-after-return /src/wireshark/epan/conversation.c:530:41 in conversation_match_element_list,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_5298,wireshark,ASan,global-buffer-overflow /src/wireshark/epan/proto.c:10406:9 in proto_item_add_bitmask_tree,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_5910,wireshark,ASan,heap-buffer-overflow /src/wireshark/epan/dissectors/packet-sigcomp.c:1421:16 in decode_udvm_multitype_operand,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_5914,wireshark,ASan,SEGV /src/wireshark/epan/dissectors/./asn1/Nbap/nbap.cnf:1363:56 in dissect_nbap_TransportFormatSet_NrOfTransportBlocks,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_6336,wireshark,UBSan,SEGV (/out/fuzzshark_ip_proto-udp+0x177d52b) in _gcry_aes_cbc_enc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_6418,wireshark,ASan,heap-buffer-overflow /src/wireshark/epan/osi-utils.c:204:64 in print_address_prefix_buf,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_6423,wireshark,ASan,heap-buffer-overflow /src/wireshark/epan/dissectors/packet-sigcomp.c:1369:23 in dissect_udvm_reference_operand_memory,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_7024,wireshark,ASan,stack-buffer-overflow /src/wireshark/epan/dissectors/packet-ieee80211.c:20412:35 in dissect_ieee80211_common,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_8580,wireshark,ASan,heap-buffer-overflow /src/wireshark/epan/dissectors/packet-mstp.c:268:30 in cobs_frame_decode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wireshark/arvo_9230,wireshark,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:1571 in __vsnprintf_chk,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wolfmqtt/arvo_30181,wolfmqtt,ASan,heap-buffer-overflow /src/wolfmqtt/src/mqtt_packet.c:281:16 in MqttEncode_Num,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wolfssl/oss-fuzz_442261624,wolfssl,MSan,use-of-uninitialized-value /src/wolf-ssl-ssh-fuzzers/oss-fuzz/projects/wolf-ssl-ssh/fuzzers/wolfssl/wolfssl/wolfcrypt/src/aes.c:2207:24 in AesEncrypt_C,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wolfssl/oss-fuzz_445773944,wolfssl,MSan,use-of-uninitialized-value /src/wolf-ssl-ssh-fuzzers/oss-fuzz/projects/wolf-ssl-ssh/fuzzers/include/fuzzers/shared.h:239:5 in memory_test,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
wt/oss-fuzz_370689421,wt,ASan,double-free /src/wt/fuzz/fuzz-eval.C:37:5 in LLVMFuzzerTestOneInput,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_11945,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/dotnet.c:213:51 in dotnet_parse_us,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_13956,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/elf.c:92:7 in str_table_entry,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_14560,yara,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cc:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_14813,yara,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cc:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_20800,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/pe/pe.c:339:9 in pe_parse_debug_directory,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_3848,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/pe.c:126:9 in wide_string_fits_in_pe,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_3862,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/pe.c:1029:15 in pe_parse_exports,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_38952,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/pe/pe.c:1947:9 in pe_get_section_full_name,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
yara/arvo_45161,yara,ASan,heap-buffer-overflow /src/yara/libyara/modules/dotnet/dotnet.c:441:16 in dotnet_parse_tilde_2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
zeek/arvo_55430,zeek,ASan,"heap-buffer-overflow /src/zeek/src/packet_analysis/protocol/teredo/Teredo.cc:305:9 in zeek::packet_analysis::teredo::TeredoAnalyzer::DetectProtocol(unsigned long, unsigned char const*, zeek::Packet*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
zlib/arvo_49903,zlib,MSan,use-of-uninitialized-value /src/zlib/deflate.c:198:20 in slide_hash,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
zstd/arvo_16445,zstd,ASan,stack-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cc:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
zstd/arvo_43365,zstd,ASan,global-buffer-overflow /src/zstd/tests/fuzz/../../lib/compress/zstd_opt.c:276:17 in ZSTD_litLengthPrice,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
zstd/arvo_44239,zstd,ASan,heap-buffer-overflow /src/zstd/tests/fuzz/../../lib/compress/zstd_compress_literals.c:49:23 in ZSTD_noCompressLiterals,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
